lucode,code,nlcd,lulc_desc,notes,bioregion,bio_desc,nlud_simple,nlud_simple_class,nlud_simple_subclass,fertilizer,pesticide,irrigation,planting_diversity,mowing,public_access,green_space,building_type,tree,tree_canopy_percentage,tree_canopy_cover,tree_canopy_colors,shade,kc,albedo,green_area,building_intensity
1509,131431,43,Mixed Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),131,Developed park,Urban park,-1.0,0.1,-1.0,-1.0,0.5,1.0,1,-1,1,0.15,low,#e5f5e0,1.0,1.003926603,0.141002771,1,0.0
1510,131432,43,Mixed Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),131,Developed park,Urban park,-1.0,0.1,-1.0,-1.0,0.5,1.0,1,-1,2,0.4,medium,#a1d99b,1.0,1.003926603,0.141002771,1,0.0
1511,131433,43,Mixed Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),131,Developed park,Urban park,-1.0,0.1,-1.0,-1.0,0.5,1.0,1,-1,3,0.66,high,#31a354,1.0,1.003926603,0.141002771,1,0.0
1512,131520,52,Shrub/Scrub,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),131,Developed park,Urban park,0.2,0.1,0.2,0.5,0.5,1.0,1,-1,0,0.0,none,#ffffff,0.0,0.98708951436,0.19244000034,1,0.0
1513,131521,52,Shrub/Scrub,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),131,Developed park,Urban park,0.2,0.1,0.2,0.5,0.5,1.0,1,-1,1,0.15,low,#e5f5e0,0.15,0.992626857465,0.185147424252,1,0.0
1514,131522,52,Shrub/Scrub,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),131,Developed park,Urban park,0.2,0.1,0.2,0.5,0.5,1.0,1,-1,2,0.4,medium,#a1d99b,0.4,1.00185576264,0.172993130772,1,0.0
1515,131523,52,Shrub/Scrub,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),131,Developed park,Urban park,0.2,0.1,0.2,0.5,0.5,1.0,1,-1,3,0.66,high,#31a354,0.66,1.011453824022,0.1603526655528,1,0.0
1516,131710,71,Herbaceuous,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),131,Developed park,Urban park,0.2,0.1,0.2,0.5,0.5,1.0,1,-1,0,0.0,none,#ffffff,0.0,0.9501738936599999,0.19674543462000002,1,0.0
1517,131711,71,Herbaceuous,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),131,Developed park,Urban park,0.2,0.1,0.2,0.5,0.5,1.0,1,-1,1,0.15,low,#e5f5e0,0.15,0.9612485798699999,0.18880704339,1,0.0
1518,131712,71,Herbaceuous,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),131,Developed park,Urban park,0.2,0.1,0.2,0.5,0.5,1.0,1,-1,2,0.4,medium,#a1d99b,0.4,0.97970639022,0.17557639134,1,0.0
1519,131713,71,Herbaceuous,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),131,Developed park,Urban park,0.2,0.1,0.2,0.5,0.5,1.0,1,-1,3,0.66,high,#31a354,0.66,0.998902512984,0.16181651320799997,1,0.0
1520,131810,81,Hay/Pasture,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),131,Developed park,Urban park,0.2,0.1,0.2,0.5,0.5,1.0,1,-1,0,0.0,none,#ffffff,0.0,0.9501738936599999,0.17440484790000002,1,0.0
1521,131811,81,Hay/Pasture,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),131,Developed park,Urban park,0.2,0.1,0.2,0.5,0.5,1.0,1,-1,1,0.15,low,#e5f5e0,0.15,0.9612485798699999,0.16981754467800003,1,0.0
1522,131812,81,Hay/Pasture,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),131,Developed park,Urban park,0.2,0.1,0.2,0.5,0.5,1.0,1,-1,2,0.4,medium,#a1d99b,0.4,0.97970639022,0.16217203930799998,1,0.0
1523,131813,81,Hay/Pasture,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),131,Developed park,Urban park,0.2,0.1,0.2,0.5,0.5,1.0,1,-1,3,0.66,high,#31a354,0.66,0.998902512984,0.15422071372319998,1,0.0
1524,131820,82,Cultivated Crops,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),131,Developed park,Urban park,0.2,0.1,0.2,-1.0,-1.0,1.0,1,-1,0,0.0,none,#ffffff,0.0,0.73155800154,0.16392730386,1,0.0
1525,131821,82,Cultivated Crops,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),131,Developed park,Urban park,0.2,0.1,0.2,-1.0,-1.0,1.0,1,-1,1,0.15,low,#e5f5e0,0.15,0.775425071568,0.160911632244,1,0.0
1526,131822,82,Cultivated Crops,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),131,Developed park,Urban park,0.2,0.1,0.2,-1.0,-1.0,1.0,1,-1,2,0.4,medium,#a1d99b,0.4,0.848536854948,0.155885512884,1,0.0
1527,131823,82,Cultivated Crops,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),131,Developed park,Urban park,0.2,0.1,0.2,-1.0,-1.0,1.0,1,-1,3,0.66,high,#31a354,0.66,0.9245731096632,0.1506583487496,1,0.0
1528,131900,90,Woody Wetlands,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),131,Developed park,Urban park,0.2,0.1,-1.0,-1.0,0.5,1.0,1,-1,0,0.0,none,#ffffff,1.0,1.1,0.1605,1,0.0
1529,131901,90,Woody Wetlands,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),131,Developed park,Urban park,0.2,0.1,-1.0,-1.0,0.5,1.0,1,-1,1,0.15,low,#e5f5e0,1.0,1.08558899045,0.15757541565,1,0.0
1530,131902,90,Woody Wetlands,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),131,Developed park,Urban park,0.2,0.1,-1.0,-1.0,0.5,1.0,1,-1,2,0.4,medium,#a1d99b,1.0,1.0615706412,0.15270110839999998,1,0.0
1531,131903,90,Woody Wetlands,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),131,Developed park,Urban park,0.2,0.1,-1.0,-1.0,0.5,1.0,1,-1,3,0.66,high,#31a354,1.0,1.03659155798,0.14763182885999998,1,0.0
1532,131950,95,Emergent Herbaceuous Wetlands,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),131,Developed park,Urban park,0.2,0.1,-1.0,-1.0,0.5,1.0,1,-1,0,0.0,none,#ffffff,0.0,1.1,0.141963768,1,0.0
1533,131951,95,Emergent Herbaceuous Wetlands,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),131,Developed park,Urban park,0.2,0.1,-1.0,-1.0,0.5,1.0,1,-1,1,0.15,low,#e5f5e0,0.15,1.08558899045,0.14181961845,1,0.0
1534,131952,95,Emergent Herbaceuous Wetlands,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),131,Developed park,Urban park,0.2,0.1,-1.0,-1.0,0.5,1.0,1,-1,2,0.4,medium,#a1d99b,0.4,1.0615706412,0.14157936919999997,1,0.0
1535,131953,95,Emergent Herbaceuous Wetlands,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),131,Developed park,Urban park,0.2,0.1,-1.0,-1.0,0.5,1.0,1,-1,3,0.66,high,#31a354,0.66,1.03659155798,0.14132950998,1,0.0
1536,132110,11,Open Water,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-1,0,0.0,none,#ffffff,0.0,1.0,0.056353535,1,0.0
1537,132111,11,Open Water,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-1,1,0.15,low,#e5f5e0,0.15,1.00058899045,0.0690509204,1,0.0
1538,132112,11,Open Water,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-1,2,0.4,medium,#a1d99b,0.4,1.0015706412,0.09021322939999998,1,0.0
1539,132113,11,Open Water,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-1,3,0.66,high,#31a354,0.66,1.00259155798,0.11222203075999998,1,0.0
1540,132120,12,Perennial Ice/Snow,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0.0,none,#ffffff,0.0,0.0,0.8,0,0.0
1541,132121,12,Perennial Ice/Snow,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,0.15,low,#e5f5e0,0.15,0.15058899045,0.70115041565,0,0.0
1542,132122,12,Perennial Ice/Snow,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,2,0.4,medium,#a1d99b,0.4,0.4015706412,0.5364011084,0,0.0
1543,132123,12,Perennial Ice/Snow,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,3,0.66,high,#31a354,0.66,0.66259155798,0.36506182885999994,1,0.0
1544,132210,21,"Developed, Open Space",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,1.0,0.2,1.0,-1.0,1,-1,0,0.0,none,#ffffff,0.0,0.5676214577,0.17673333370000002,1,0.0
1545,132211,21,"Developed, Open Space",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,1.0,0.2,1.0,-1.0,1,-1,1,0.15,low,#e5f5e0,0.15,0.64812612854,0.17348879086000002,1,0.0
1546,132212,21,"Developed, Open Space",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,1.0,0.2,1.0,-1.0,1,-1,2,0.4,medium,#a1d99b,0.4,0.7823005799400001,0.16808121946,1,0.0
1547,132213,21,"Developed, Open Space",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,1.0,0.2,1.0,-1.0,1,-1,3,0.66,high,#31a354,0.66,0.9218420093960001,0.162457345204,1,0.0
1548,132220,22,"Developed, Low Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,1.0,0.2,1.0,-1.0,1,-1,0,0.0,none,#ffffff,0.0,0.47252552160000005,0.25068840610000004,1,0.33
1549,132221,22,"Developed, Low Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,1.0,0.2,1.0,-1.0,1,-1,1,0.15,low,#e5f5e0,0.15,0.567294582855,0.23635060240000003,1,0.33
1550,132222,22,"Developed, Low Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,1.0,0.2,1.0,-1.0,1,-1,2,0.4,medium,#a1d99b,0.4,0.72524301828,0.2124542629,1,0.33
1551,132223,22,"Developed, Low Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,1.0,0.2,1.0,-1.0,1,-1,3,0.66,high,#31a354,0.66,0.889509391122,0.18760206982,1,0.33
1552,132230,23,"Developed, Medium Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,1.0,0.2,1.0,-1.0,1,-1,0,0.0,none,#ffffff,0.0,0.3602930551,0.22900923870000003,1,0.66
1553,132231,23,"Developed, Medium Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,1.0,0.2,1.0,-1.0,1,-1,1,0.15,low,#e5f5e0,0.15,0.47189698633,0.21792331011000005,1,0.66
1554,132232,23,"Developed, Medium Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,1.0,0.2,1.0,-1.0,1,-1,2,0.4,medium,#a1d99b,0.4,0.65790353838,0.19944676246,1,0.66
1555,132233,23,"Developed, Medium Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,1.0,0.2,1.0,-1.0,1,-1,3,0.66,high,#31a354,0.66,0.851350352512,0.18023115290400002,1,0.66
1556,132240,24,"Developed, High Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,1.0,0.2,1.0,-1.0,1,-1,0,0.0,none,#ffffff,0.0,0.1967973194,0.1780260812,1,1.0
1557,132241,24,"Developed, High Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,1.0,0.2,1.0,-1.0,1,-1,1,0.15,low,#e5f5e0,0.15,0.332925610985,0.17458762623500002,1,1.0
1558,132242,24,"Developed, High Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,1.0,0.2,1.0,-1.0,1,-1,2,0.4,medium,#a1d99b,0.4,0.55980609696,0.16885686796,1,1.0
1559,132243,24,"Developed, High Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,1.0,0.2,1.0,-1.0,1,-1,3,0.66,high,#31a354,0.66,0.7957618023740001,0.162896879354,1,1.0
1560,132310,31,Barren Land,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,1.0,0.2,1.0,-1.0,1,-1,0,0.0,none,#ffffff,0.0,0.6747974442000001,0.2551625846,1,0.0
1561,132311,31,Barren Land,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,1.0,0.2,1.0,-1.0,1,-1,1,0.15,low,#e5f5e0,0.15,0.7392257170650001,0.24015365412500003,1,0.0
1562,132312,31,Barren Land,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,1.0,0.2,1.0,-1.0,1,-1,2,0.4,medium,#a1d99b,0.4,0.8466061718400001,0.21513877,1,0.0
1563,132313,31,Barren Land,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,1.0,0.2,1.0,-1.0,1,-1,3,0.66,high,#31a354,0.66,0.9582818448060001,0.18912329051,1,0.0
1564,132410,41,Deciduous Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1,-1,0,0.0,none,#ffffff,1.0,1.003926603,0.141895445,1,0.0
1565,132411,41,Deciduous Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1,-1,1,0.15,low,#e5f5e0,1.0,1.003926603,0.141895445,1,0.0
1566,132412,41,Deciduous Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1,-1,2,0.4,medium,#a1d99b,1.0,1.003926603,0.141895445,1,0.0
1567,132413,41,Deciduous Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1,-1,3,0.66,high,#31a354,1.0,1.003926603,0.141895445,1,0.0
1568,132420,42,Evergreen Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1,-1,0,0.0,none,#ffffff,1.0,1.003926603,0.140110097,1,0.0
1569,132421,42,Evergreen Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1,-1,1,0.15,low,#e5f5e0,1.0,1.003926603,0.140110097,1,0.0
1570,132422,42,Evergreen Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1,-1,2,0.4,medium,#a1d99b,1.0,1.003926603,0.140110097,1,0.0
1571,132423,42,Evergreen Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1,-1,3,0.66,high,#31a354,1.0,1.003926603,0.140110097,1,0.0
1572,132430,43,Mixed Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1,-1,0,0.0,none,#ffffff,1.0,1.003926603,0.141002771,1,0.0
1573,132431,43,Mixed Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1,-1,1,0.15,low,#e5f5e0,1.0,1.003926603,0.141002771,1,0.0
1574,132432,43,Mixed Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1,-1,2,0.4,medium,#a1d99b,1.0,1.003926603,0.141002771,1,0.0
1575,132433,43,Mixed Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1,-1,3,0.66,high,#31a354,1.0,1.003926603,0.141002771,1,0.0
1576,132520,52,Shrub/Scrub,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,1.0,0.2,1.0,-1.0,1,-1,0,0.0,none,#ffffff,0.0,1.0645082998000002,0.20753333370000002,1,0.0
1577,132521,52,Shrub/Scrub,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,1.0,0.2,1.0,-1.0,1,-1,1,0.15,low,#e5f5e0,0.15,1.070479944325,0.19966879086000003,1,0.0
1578,132522,52,Shrub/Scrub,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,1.0,0.2,1.0,-1.0,1,-1,2,0.4,medium,#a1d99b,0.4,1.0804326852000001,0.18656121946,1,0.0
1579,132523,52,Shrub/Scrub,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,1.0,0.2,1.0,-1.0,1,-1,3,0.66,high,#31a354,0.66,1.09078353571,0.17292934520400002,1,0.0
1580,132710,71,Herbaceuous,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,1.0,0.2,1.0,-1.0,1,-1,0,0.0,none,#ffffff,0.0,1.0246973363,0.21217644910000003,1,0.0
1581,132711,71,Herbaceuous,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,1.0,0.2,1.0,-1.0,1,-1,1,0.15,low,#e5f5e0,0.15,1.03664062535,0.20361543895000003,1,0.0
1582,132712,71,Herbaceuous,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,1.0,0.2,1.0,-1.0,1,-1,2,0.4,medium,#a1d99b,0.4,1.0565461071,0.1893470887,1,0.0
1583,132713,71,Herbaceuous,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,1.0,0.2,1.0,-1.0,1,-1,3,0.66,high,#31a354,0.66,1.07724780812,0.17450800444,1,0.0
1584,132810,81,Hay/Pasture,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,1.0,0.2,1.0,-1.0,1,-1,0,0.0,none,#ffffff,0.0,1.0246973363,0.18808365950000003,1,0.0
1585,132811,81,Hay/Pasture,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,1.0,0.2,1.0,-1.0,1,-1,1,0.15,low,#e5f5e0,0.15,1.03664062535,0.18313656779000004,1,0.0
1586,132812,81,Hay/Pasture,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,1.0,0.2,1.0,-1.0,1,-1,2,0.4,medium,#a1d99b,0.4,1.0565461071,0.17489141494,1,0.0
1587,132813,81,Hay/Pasture,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,1.0,0.2,1.0,-1.0,1,-1,3,0.66,high,#31a354,0.66,1.07724780812,0.166316455976,1,0.0
1588,132820,82,Cultivated Crops,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,1.0,-1.0,-1.0,-1.0,1,-1,0,0.0,none,#ffffff,0.0,0.7889350997,0.1767843473,1,0.0
1589,132821,82,Cultivated Crops,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,1.0,-1.0,-1.0,-1.0,1,-1,1,0.15,low,#e5f5e0,0.15,0.83624272424,0.17353215242000003,1,0.0
1590,132822,82,Cultivated Crops,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,1.0,-1.0,-1.0,-1.0,1,-1,2,0.4,medium,#a1d99b,0.4,0.91508876514,0.16811182762,1,0.0
1591,132823,82,Cultivated Crops,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,1.0,-1.0,-1.0,-1.0,1,-1,3,0.66,high,#31a354,0.66,0.9970886476760001,0.162474689828,1,0.0
1592,132900,90,Woody Wetlands,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,-1.0,-1.0,1.0,-1.0,1,-1,0,0.0,none,#ffffff,1.0,1.1,0.1605,1,0.0
1593,132901,90,Woody Wetlands,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,-1.0,-1.0,1.0,-1.0,1,-1,1,0.15,low,#e5f5e0,1.0,1.08558899045,0.15757541565,1,0.0
1594,132902,90,Woody Wetlands,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,-1.0,-1.0,1.0,-1.0,1,-1,2,0.4,medium,#a1d99b,1.0,1.0615706412,0.15270110839999998,1,0.0
1595,132903,90,Woody Wetlands,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,-1.0,-1.0,1.0,-1.0,1,-1,3,0.66,high,#31a354,1.0,1.03659155798,0.14763182885999998,1,0.0
1596,132950,95,Emergent Herbaceuous Wetlands,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,-1.0,-1.0,1.0,-1.0,1,-1,0,0.0,none,#ffffff,0.0,1.1,0.141963768,1,0.0
1597,132951,95,Emergent Herbaceuous Wetlands,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,-1.0,-1.0,1.0,-1.0,1,-1,1,0.15,low,#e5f5e0,0.15,1.08558899045,0.14181961845,1,0.0
1598,132952,95,Emergent Herbaceuous Wetlands,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,-1.0,-1.0,1.0,-1.0,1,-1,2,0.4,medium,#a1d99b,0.4,1.0615706412,0.14157936919999997,1,0.0
1599,132953,95,Emergent Herbaceuous Wetlands,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),132,Developed park,Golf course,1.0,1.0,-1.0,-1.0,1.0,-1.0,1,-1,3,0.66,high,#31a354,0.66,1.03659155798,0.14132950998,1,0.0
1600,133110,11,Open Water,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),133,Developed park,Resort/ski area,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-1,0,0.0,none,#ffffff,0.0,1.0,0.056353535,1,0.0
1601,133111,11,Open Water,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),133,Developed park,Resort/ski area,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-1,1,0.15,low,#e5f5e0,0.15,1.00058899045,0.0690509204,1,0.0
1602,133112,11,Open Water,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),133,Developed park,Resort/ski area,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-1,2,0.4,medium,#a1d99b,0.4,1.0015706412,0.09021322939999998,1,0.0
1603,133113,11,Open Water,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),133,Developed park,Resort/ski area,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-1,3,0.66,high,#31a354,0.66,1.00259155798,0.11222203075999998,1,0.0
1604,133120,12,Perennial Ice/Snow,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),133,Developed park,Resort/ski area,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0.0,none,#ffffff,0.0,0.0,0.8,0,0.0
1605,133121,12,Perennial Ice/Snow,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),133,Developed park,Resort/ski area,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,0.15,low,#e5f5e0,0.15,0.15058899045,0.70115041565,0,0.0
1606,133122,12,Perennial Ice/Snow,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),133,Developed park,Resort/ski area,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,2,0.4,medium,#a1d99b,0.4,0.4015706412,0.5364011084,0,0.0
1607,133123,12,Perennial Ice/Snow,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),133,Developed park,Resort/ski area,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,3,0.66,high,#31a354,0.66,0.66259155798,0.36506182885999994,1,0.0
1608,133210,21,"Developed, Open Space",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),133,Developed park,Resort/ski area,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-1,0,0.0,none,#ffffff,0.0,0.516019507,0.160666667,1,0.0
1609,133211,21,"Developed, Open Space",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),133,Developed park,Resort/ski area,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-1,1,0.15,low,#e5f5e0,0.15,0.5892055714,0.1577170826,1,0.0
1610,133212,21,"Developed, Open Space",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),133,Developed park,Resort/ski area,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-1,2,0.4,medium,#a1d99b,0.4,0.7111823454,0.15280110859999999,1,0.0
1611,133213,21,"Developed, Open Space",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),133,Developed park,Resort/ski area,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-1,3,0.66,high,#31a354,0.66,0.83803819036,0.14768849563999997,1,0.0
1612,133220,22,"Developed, Low Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),133,Developed park,Resort/ski area,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-1,0,0.0,none,#ffffff,0.0,0.429568656,0.227898551,1,0.33
1613,133221,22,"Developed, Low Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),133,Developed park,Resort/ski area,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-1,1,0.15,low,#e5f5e0,0.15,0.51572234805,0.214864184,1,0.33
1614,133222,22,"Developed, Low Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),133,Developed park,Resort/ski area,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-1,2,0.4,medium,#a1d99b,0.4,0.6593118348,0.193140239,1,0.33
